id,Category,len,color,fit_shape,length,pattern,print_or_pattern_type,sleeve_length,sleeve_styling,surface_styling,attr_9,attr_10
35735,Women Tshirts,8,default,regular,crop,solid,solid,short sleeves,regular sleeves,,,
35736,Women Tshirts,8,default,,crop,solid,solid,,regular sleeves,,,
35737,Women Tshirts,8,yellow,boxy,crop,printed,default,short sleeves,regular sleeves,,,
35738,Women Tshirts,8,black,loose,regular,printed,funky print,short sleeves,regular sleeves,,,
35739,Women Tshirts,8,multicolor,loose,regular,printed,funky print,short sleeves,regular sleeves,,,
35740,Women Tshirts,8,multicolor,loose,regular,printed,funky print,short sleeves,regular sleeves,,,
35741,Women Tshirts,8,multicolor,loose,regular,printed,funky print,short sleeves,regular sleeves,,,
35742,Women Tshirts,8,white,,crop,printed,typography,default,,,,
35743,Women Tshirts,8,white,loose,long,printed,funky print,short sleeves,regular sleeves,,,
35744,Women Tshirts,8,black,,,,quirky,,cuffed sleeves,,,
35745,Women Tshirts,8,white,regular,crop,printed,quirky,long sleeves,cuffed sleeves,,,
35746,Women Tshirts,8,white,loose,long,printed,funky print,short sleeves,regular sleeves,,,
35747,Women Tshirts,8,multicolor,loose,regular,printed,funky print,short sleeves,regular sleeves,,,
35748,Women Tshirts,8,multicolor,loose,regular,printed,funky print,short sleeves,regular sleeves,,,
35749,Women Tshirts,8,white,loose,long,printed,funky print,short sleeves,regular sleeves,,,
35750,Women Tshirts,8,multicolor,loose,regular,printed,funky print,short sleeves,regular sleeves,,,
35751,Women Tshirts,8,multicolor,loose,regular,printed,funky print,short sleeves,regular sleeves,,,
35752,Women Tshirts,8,pink,regular,crop,solid,solid,short sleeves,regular sleeves,,,
35753,Women Tshirts,8,multicolor,loose,regular,printed,funky print,short sleeves,regular sleeves,,,
35754,Women Tshirts,8,default,regular,crop,solid,solid,short sleeves,regular sleeves,,,
35755,Women Tshirts,8,black,regular,crop,solid,solid,short sleeves,regular sleeves,,,
35756,Women Tshirts,8,white,,crop,solid,solid,short sleeves,regular sleeves,,,
35757,Women Tshirts,8,default,regular,crop,solid,solid,short sleeves,regular sleeves,,,
35758,Women Tshirts,8,black,loose,long,printed,typography,short sleeves,regular sleeves,,,
35759,Women Tshirts,8,maroon,regular,crop,printed,typography,long sleeves,cuffed sleeves,,,
35760,Women Tshirts,8,default,regular,long,,default,,,,,
35761,Women Tshirts,8,black,regular,regular,solid,solid,short sleeves,regular sleeves,,,
35762,Women Tshirts,8,,,long,default,default,short sleeves,regular sleeves,,,
35763,Women Tshirts,8,white,loose,long,printed,quirky,short sleeves,regular sleeves,,,
35764,Women Tshirts,8,pink,boxy,crop,printed,quirky,short sleeves,regular sleeves,,,
35765,Women Tshirts,8,black,boxy,crop,printed,graphic,short sleeves,regular sleeves,,,
35766,Women Tshirts,8,yellow,boxy,crop,printed,graphic,short sleeves,regular sleeves,,,
35767,Women Tshirts,8,black,regular,regular,printed,funky print,long sleeves,regular sleeves,,,
35768,Women Tshirts,8,pink,boxy,crop,printed,graphic,short sleeves,regular sleeves,,,
35769,Women Tshirts,8,black,regular,regular,default,default,short sleeves,regular sleeves,,,
35770,Women Tshirts,8,default,regular,regular,printed,funky print,long sleeves,regular sleeves,,,
35771,Women Tshirts,8,default,boxy,crop,printed,funky print,short sleeves,regular sleeves,,,
35772,Women Tshirts,8,black,boxy,crop,printed,funky print,short sleeves,regular sleeves,,,
35773,Women Tshirts,8,yellow,regular,crop,printed,quirky,,cuffed sleeves,,,
35774,Women Tshirts,8,white,regular,regular,solid,funky print,long sleeves,regular sleeves,,,
35775,Women Tshirts,8,yellow,loose,long,printed,typography,short sleeves,regular sleeves,,,
35776,Women Tshirts,8,default,boxy,crop,printed,quirky,short sleeves,regular sleeves,,,
35777,Women Tshirts,8,default,regular,crop,solid,solid,short sleeves,regular sleeves,,,
35778,Women Tshirts,8,default,boxy,crop,printed,graphic,short sleeves,regular sleeves,,,
35779,Women Tshirts,8,default,,crop,,solid,long sleeves,regular sleeves,,,
35780,Women Tshirts,8,multicolor,regular,regular,default,default,short sleeves,regular sleeves,,,
35781,Women Tshirts,8,multicolor,regular,regular,default,default,short sleeves,regular sleeves,,,
35782,Women Tshirts,8,white,regular,regular,printed,quirky,long sleeves,cuffed sleeves,,,
35783,Women Tshirts,8,black,regular,crop,printed,typography,long sleeves,cuffed sleeves,,,
35784,Women Tshirts,8,default,regular,regular,solid,solid,short sleeves,regular sleeves,,,
35785,Women Tshirts,8,yellow,regular,regular,solid,solid,short sleeves,regular sleeves,,,
35786,Women Tshirts,8,white,boxy,crop,printed,typography,long sleeves,cuffed sleeves,,,
35787,Women Tshirts,8,,loose,long,,solid,,,,,
35788,Women Tshirts,8,default,loose,long,printed,typography,short sleeves,,,,
35789,Women Tshirts,8,black,loose,long,printed,typography,short sleeves,,,,
35790,Women Tshirts,8,pink,loose,regular,printed,funky print,short sleeves,regular sleeves,,,
35791,Women Tshirts,8,default,,long,printed,graphic,short sleeves,regular sleeves,,,
35792,Women Tshirts,8,default,regular,regular,solid,solid,short sleeves,regular sleeves,,,
35793,Women Tshirts,8,default,regular,crop,printed,graphic,long sleeves,regular sleeves,,,
35794,Women Tshirts,8,yellow,regular,crop,solid,solid,short sleeves,regular sleeves,,,
35795,Women Tshirts,8,black,regular,regular,default,default,short sleeves,regular sleeves,,,
35796,Women Tshirts,8,black,regular,regular,default,default,short sleeves,regular sleeves,,,
35797,Women Tshirts,8,default,loose,crop,printed,funky print,short sleeves,regular sleeves,,,
35798,Women Tshirts,8,pink,boxy,crop,printed,graphic,short sleeves,regular sleeves,,,
35799,Women Tshirts,8,,regular,long,default,default,,regular sleeves,,,
35800,Women Tshirts,8,black,regular,regular,default,default,short sleeves,regular sleeves,,,
35801,Women Tshirts,8,white,regular,crop,printed,quirky,long sleeves,cuffed sleeves,,,
35802,Women Tshirts,8,pink,regular,crop,printed,typography,long sleeves,cuffed sleeves,,,
35803,Women Tshirts,8,yellow,regular,crop,printed,typography,long sleeves,cuffed sleeves,,,
35804,Women Tshirts,8,black,regular,long,printed,funky print,short sleeves,regular sleeves,,,
35805,Women Tshirts,8,yellow,,crop,,default,long sleeves,regular sleeves,,,
35806,Women Tshirts,8,black,regular,regular,default,default,short sleeves,regular sleeves,,,
35807,Women Tshirts,8,white,loose,long,printed,typography,default,regular sleeves,,,
35808,Women Tshirts,8,white,loose,long,printed,graphic,short sleeves,regular sleeves,,,
35809,Women Tshirts,8,white,loose,regular,printed,graphic,default,regular sleeves,,,
35810,Women Tshirts,8,default,regular,crop,printed,quirky,long sleeves,regular sleeves,,,
35811,Women Tshirts,8,white,loose,regular,printed,graphic,default,regular sleeves,,,
35812,Women Tshirts,8,white,regular,regular,printed,graphic,long sleeves,cuffed sleeves,,,
35813,Women Tshirts,8,black,regular,,,,long sleeves,cuffed sleeves,,,
35814,Women Tshirts,8,default,boxy,crop,printed,funky print,short sleeves,regular sleeves,,,
35815,Women Tshirts,8,white,loose,regular,printed,funky print,default,regular sleeves,,,
35816,Women Tshirts,8,pink,boxy,crop,printed,quirky,short sleeves,regular sleeves,,,
35817,Women Tshirts,8,black,regular,regular,solid,solid,short sleeves,regular sleeves,,,
35818,Women Tshirts,8,default,boxy,crop,printed,graphic,short sleeves,regular sleeves,,,
35819,Women Tshirts,8,black,,crop,printed,funky print,short sleeves,regular sleeves,,,
35820,Women Tshirts,8,default,,long,printed,funky print,short sleeves,regular sleeves,,,
35821,Women Tshirts,8,default,regular,regular,default,default,short sleeves,regular sleeves,,,
35822,Women Tshirts,8,default,boxy,crop,printed,graphic,short sleeves,regular sleeves,,,
35823,Women Tshirts,8,yellow,boxy,crop,printed,graphic,short sleeves,regular sleeves,,,
35824,Women Tshirts,8,pink,boxy,crop,printed,graphic,short sleeves,regular sleeves,,,
35825,Women Tshirts,8,default,boxy,crop,printed,quirky,short sleeves,regular sleeves,,,
35826,Women Tshirts,8,default,boxy,crop,printed,funky print,short sleeves,regular sleeves,,,
35827,Women Tshirts,8,pink,boxy,crop,printed,funky print,short sleeves,regular sleeves,,,
35828,Women Tshirts,8,,,crop,,solid,long sleeves,,,,
35829,Women Tshirts,8,pink,regular,crop,printed,typography,long sleeves,cuffed sleeves,,,
35830,Women Tshirts,8,white,,crop,printed,quirky,default,,,,
35831,Women Tshirts,8,yellow,loose,regular,printed,funky print,short sleeves,regular sleeves,,,
35832,Women Tshirts,8,yellow,regular,crop,printed,typography,long sleeves,cuffed sleeves,,,
35833,Women Tshirts,8,black,regular,long,printed,funky print,short sleeves,regular sleeves,,,
35834,Women Tshirts,8,yellow,regular,crop,solid,solid,short sleeves,regular sleeves,,,
35835,Women Tshirts,8,default,boxy,crop,printed,funky print,short sleeves,regular sleeves,,,
35836,Women Tshirts,8,default,boxy,crop,printed,funky print,short sleeves,regular sleeves,,,
35837,Women Tshirts,8,black,regular,regular,printed,funky print,long sleeves,regular sleeves,,,
35838,Women Tshirts,8,pink,boxy,crop,printed,quirky,short sleeves,regular sleeves,,,
35839,Women Tshirts,8,default,boxy,crop,printed,graphic,short sleeves,regular sleeves,,,
35840,Women Tshirts,8,default,boxy,crop,printed,quirky,short sleeves,regular sleeves,,,
35841,Women Tshirts,8,pink,boxy,crop,printed,quirky,short sleeves,regular sleeves,,,
35842,Women Tshirts,8,default,regular,regular,solid,solid,short sleeves,regular sleeves,,,
35843,Women Tshirts,8,multicolor,regular,long,printed,default,short sleeves,regular sleeves,,,
35844,Women Tshirts,8,default,regular,regular,solid,solid,short sleeves,regular sleeves,,,
35845,Women Tshirts,8,default,regular,regular,solid,solid,short sleeves,regular sleeves,,,
35846,Women Tshirts,8,maroon,regular,regular,solid,solid,short sleeves,regular sleeves,,,
35847,Women Tshirts,8,default,regular,regular,solid,solid,short sleeves,regular sleeves,,,
35848,Women Tshirts,8,yellow,regular,crop,printed,typography,long sleeves,cuffed sleeves,,,
35849,Women Tshirts,8,white,regular,regular,printed,quirky,long sleeves,cuffed sleeves,,,
35850,Women Tshirts,8,multicolor,regular,regular,default,default,short sleeves,regular sleeves,,,
35851,Women Tshirts,8,default,loose,long,printed,typography,short sleeves,regular sleeves,,,
35852,Women Tshirts,8,,,,,quirky,long sleeves,cuffed sleeves,,,
35853,Women Tshirts,8,maroon,boxy,crop,printed,funky print,short sleeves,regular sleeves,,,
35854,Women Tshirts,8,pink,boxy,crop,printed,funky print,short sleeves,regular sleeves,,,
35855,Women Tshirts,8,default,boxy,crop,printed,funky print,short sleeves,regular sleeves,,,
35856,Women Tshirts,8,multicolor,boxy,crop,printed,quirky,short sleeves,regular sleeves,,,
35857,Women Tshirts,8,pink,,crop,,solid,long sleeves,,,,
35858,Women Tshirts,8,,,crop,solid,solid,,,,,
35859,Women Tshirts,8,maroon,regular,regular,solid,solid,short sleeves,regular sleeves,,,
35860,Women Tshirts,8,black,boxy,crop,printed,typography,long sleeves,regular sleeves,,,
35861,Women Tshirts,8,,,crop,,solid,long sleeves,,,,
35862,Women Tshirts,8,yellow,,long,printed,funky print,short sleeves,,,,
35863,Women Tshirts,8,black,,crop,printed,quirky,short sleeves,regular sleeves,,,
35864,Women Tshirts,8,black,boxy,crop,printed,quirky,short sleeves,regular sleeves,,,
35865,Women Tshirts,8,black,,crop,printed,funky print,short sleeves,regular sleeves,,,
35866,Women Tshirts,8,black,,crop,printed,quirky,short sleeves,regular sleeves,,,
35867,Women Tshirts,8,default,regular,crop,printed,funky print,long sleeves,regular sleeves,,,
35868,Women Tshirts,8,pink,regular,crop,printed,graphic,long sleeves,regular sleeves,,,
35869,Women Tshirts,8,pink,,crop,printed,funky print,short sleeves,regular sleeves,,,
35870,Women Tshirts,8,yellow,regular,regular,solid,solid,short sleeves,regular sleeves,,,
35871,Women Tshirts,8,black,regular,regular,solid,solid,short sleeves,regular sleeves,,,
35872,Women Tshirts,8,yellow,boxy,regular,printed,funky print,short sleeves,regular sleeves,,,
35873,Women Tshirts,8,multicolor,loose,regular,printed,funky print,short sleeves,regular sleeves,,,
35874,Women Tshirts,8,maroon,regular,regular,printed,graphic,default,regular sleeves,,,
35875,Women Tshirts,8,yellow,regular,long,printed,funky print,short sleeves,regular sleeves,,,
35876,Women Tshirts,8,black,regular,long,printed,default,short sleeves,regular sleeves,,,
35877,Women Tshirts,8,black,regular,crop,printed,funky print,long sleeves,regular sleeves,,,
35878,Women Tshirts,8,white,,crop,printed,funky print,long sleeves,cuffed sleeves,,,
35879,Women Tshirts,8,pink,regular,long,printed,graphic,short sleeves,regular sleeves,,,
35880,Women Tshirts,8,default,regular,long,printed,graphic,short sleeves,regular sleeves,,,
35881,Women Tshirts,8,black,regular,regular,printed,graphic,long sleeves,regular sleeves,,,
35882,Women Tshirts,8,default,regular,long,printed,graphic,short sleeves,regular sleeves,,,
35883,Women Tshirts,8,default,regular,crop,printed,typography,long sleeves,cuffed sleeves,,,
35884,Women Tshirts,8,black,loose,long,printed,typography,short sleeves,regular sleeves,,,
35885,Women Tshirts,8,black,regular,regular,printed,funky print,long sleeves,regular sleeves,,,
35886,Women Tshirts,8,pink,regular,regular,printed,funky print,long sleeves,regular sleeves,,,
35887,Women Tshirts,8,default,regular,regular,printed,funky print,long sleeves,regular sleeves,,,
35888,Women Tshirts,8,white,loose,long,printed,quirky,short sleeves,regular sleeves,,,
35889,Women Tshirts,8,pink,regular,crop,printed,funky print,short sleeves,,,,
35890,Women Tshirts,8,pink,regular,regular,printed,solid,long sleeves,regular sleeves,,,
35891,Women Tshirts,8,maroon,regular,regular,printed,solid,long sleeves,regular sleeves,,,
35892,Women Tshirts,8,default,regular,regular,printed,solid,long sleeves,regular sleeves,,,
35893,Women Tshirts,8,white,regular,long,printed,funky print,default,regular sleeves,,,
35894,Women Tshirts,8,black,regular,long,printed,funky print,short sleeves,regular sleeves,,,
35895,Women Tshirts,8,black,regular,regular,solid,solid,short sleeves,regular sleeves,,,
35896,Women Tshirts,8,,regular,,,funky print,long sleeves,cuffed sleeves,,,
35897,Women Tshirts,8,black,regular,regular,printed,graphic,long sleeves,regular sleeves,,,
35898,Women Tshirts,8,white,loose,long,printed,funky print,short sleeves,regular sleeves,,,
35899,Women Tshirts,8,default,regular,regular,default,default,short sleeves,regular sleeves,,,
35900,Women Tshirts,8,default,regular,regular,default,default,short sleeves,regular sleeves,,,
35901,Women Tshirts,8,default,regular,regular,default,default,short sleeves,regular sleeves,,,
35902,Women Tshirts,8,default,regular,regular,default,default,short sleeves,regular sleeves,,,
35903,Women Tshirts,8,default,regular,regular,default,default,short sleeves,regular sleeves,,,
35904,Women Tshirts,8,black,,crop,printed,graphic,short sleeves,,,,
35905,Women Tshirts,8,pink,,crop,printed,quirky,short sleeves,,,,
35906,Women Tshirts,8,yellow,regular,regular,printed,funky print,long sleeves,regular sleeves,,,
35907,Women Tshirts,8,default,regular,regular,default,default,short sleeves,regular sleeves,,,
35908,Women Tshirts,8,default,regular,regular,default,default,short sleeves,regular sleeves,,,
35909,Women Tshirts,8,default,regular,regular,default,default,,regular sleeves,,,
35910,Women Tshirts,8,multicolor,regular,regular,default,default,short sleeves,regular sleeves,,,
35911,Women Tshirts,8,white,loose,long,printed,funky print,short sleeves,regular sleeves,,,
35912,Women Tshirts,8,maroon,regular,crop,solid,solid,short sleeves,regular sleeves,,,
35913,Women Tshirts,8,default,regular,regular,printed,default,long sleeves,regular sleeves,,,
35914,Women Tshirts,8,default,loose,crop,printed,funky print,short sleeves,regular sleeves,,,
35915,Women Tshirts,8,default,boxy,regular,printed,quirky,short sleeves,regular sleeves,,,
35916,Women Tshirts,8,white,regular,long,printed,funky print,default,regular sleeves,,,
35917,Women Tshirts,8,black,regular,long,printed,funky print,short sleeves,regular sleeves,,,
35918,Women Tshirts,8,default,regular,long,printed,funky print,short sleeves,regular sleeves,,,
