id,Category,len,color,neck,pattern,print_or_pattern_type,sleeve_length,attr_6,attr_7,attr_8,attr_9,attr_10
1375,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
1376,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
1377,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
1378,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
1379,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
1380,Men Tshirts,5,multicolor,round,printed,default,short sleeves,,,,,
1381,Men Tshirts,5,default,round,printed,typography,short sleeves,,,,,
1382,Men Tshirts,5,default,round,printed,typography,short sleeves,,,,,
1383,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1384,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1385,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
1386,Men Tshirts,5,multicolor,round,printed,typography,short sleeves,,,,,
1387,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1388,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1389,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1390,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1391,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1392,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1393,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1394,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1395,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1396,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1397,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1398,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1399,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1400,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1401,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1402,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1403,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1404,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1405,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1406,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1407,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
1408,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1409,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
1410,Men Tshirts,5,default,polo,,default,short sleeves,,,,,
1411,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1412,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1413,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1414,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
1415,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1416,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
1417,Men Tshirts,5,white,round,printed,default,long sleeves,,,,,
1418,Men Tshirts,5,black,round,printed,default,long sleeves,,,,,
1419,Men Tshirts,5,white,round,printed,default,long sleeves,,,,,
1420,Men Tshirts,5,white,round,printed,default,long sleeves,,,,,
1421,Men Tshirts,5,black,round,printed,default,long sleeves,,,,,
1422,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1423,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1424,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1425,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1426,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1427,Men Tshirts,5,multicolor,,,default,long sleeves,,,,,
1428,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1429,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1430,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1431,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1432,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1433,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1434,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1435,Men Tshirts,5,default,round,printed,typography,short sleeves,,,,,
1436,Men Tshirts,5,default,round,printed,typography,short sleeves,,,,,
1437,Men Tshirts,5,default,round,printed,typography,short sleeves,,,,,
1438,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
1439,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
1440,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
1441,Men Tshirts,5,black,round,printed,typography,short sleeves,,,,,
1442,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1443,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1444,Men Tshirts,5,default,polo,,default,short sleeves,,,,,
1445,Men Tshirts,5,default,polo,printed,default,short sleeves,,,,,
1446,Men Tshirts,5,default,round,printed,typography,short sleeves,,,,,
1447,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
1448,Men Tshirts,5,white,round,solid,solid,short sleeves,,,,,
1449,Men Tshirts,5,white,round,solid,solid,short sleeves,,,,,
1450,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1451,Men Tshirts,5,multicolor,round,printed,solid,short sleeves,,,,,
1452,Men Tshirts,5,multicolor,round,printed,default,short sleeves,,,,,
1453,Men Tshirts,5,white,round,solid,solid,short sleeves,,,,,
1454,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
1455,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1456,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
1457,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
1458,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
1459,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
1460,Men Tshirts,5,white,round,solid,solid,short sleeves,,,,,
1461,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1462,Men Tshirts,5,white,round,solid,solid,short sleeves,,,,,
1463,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1464,Men Tshirts,5,white,round,solid,solid,short sleeves,,,,,
1465,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1466,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1467,Men Tshirts,5,white,round,solid,solid,short sleeves,,,,,
1468,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
1469,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1470,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1471,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1472,Men Tshirts,5,white,round,solid,solid,short sleeves,,,,,
1473,Men Tshirts,5,black,round,,typography,,,,,,
1474,Men Tshirts,5,white,round,solid,solid,short sleeves,,,,,
1475,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
1476,Men Tshirts,5,white,round,solid,solid,short sleeves,,,,,
1477,Men Tshirts,5,default,round,printed,typography,short sleeves,,,,,
1478,Men Tshirts,5,multicolor,round,printed,default,short sleeves,,,,,
1479,Men Tshirts,5,multicolor,round,,default,short sleeves,,,,,
1480,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
1481,Men Tshirts,5,black,round,printed,typography,short sleeves,,,,,
1482,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
1483,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
1484,Men Tshirts,5,default,round,printed,typography,short sleeves,,,,,
1485,Men Tshirts,5,black,round,printed,typography,short sleeves,,,,,
1486,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
1487,Men Tshirts,5,multicolor,round,printed,solid,short sleeves,,,,,
1488,Men Tshirts,5,default,round,,default,short sleeves,,,,,
1489,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
1490,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1491,Men Tshirts,5,default,round,,default,short sleeves,,,,,
1492,Men Tshirts,5,default,round,,default,short sleeves,,,,,
1493,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1494,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
1495,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1496,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1497,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
1498,Men Tshirts,5,default,round,printed,typography,short sleeves,,,,,
1499,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
1500,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
1501,Men Tshirts,5,black,round,printed,typography,short sleeves,,,,,
1502,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
1503,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
1504,Men Tshirts,5,default,round,solid,solid,short sleeves,,,,,
1505,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
1506,Men Tshirts,5,black,round,solid,solid,short sleeves,,,,,
1507,Men Tshirts,5,multicolor,round,printed,default,short sleeves,,,,,
1508,Men Tshirts,5,multicolor,round,printed,default,short sleeves,,,,,
1509,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
1510,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
1511,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
1512,Men Tshirts,5,black,round,printed,typography,short sleeves,,,,,
1513,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
1514,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
1515,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
1516,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
1517,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
1518,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
1519,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1520,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1521,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
1522,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
1523,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1524,Men Tshirts,5,black,polo,printed,solid,short sleeves,,,,,
1525,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1526,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1527,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1528,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1529,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1530,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1531,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1532,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1533,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1534,Men Tshirts,5,default,,printed,solid,long sleeves,,,,,
1535,Men Tshirts,5,default,polo,printed,default,short sleeves,,,,,
1536,Men Tshirts,5,default,polo,printed,default,short sleeves,,,,,
1537,Men Tshirts,5,default,polo,printed,default,short sleeves,,,,,
1538,Men Tshirts,5,default,polo,solid,default,short sleeves,,,,,
1539,Men Tshirts,5,default,polo,solid,default,short sleeves,,,,,
1540,Men Tshirts,5,default,polo,printed,default,short sleeves,,,,,
1541,Men Tshirts,5,black,round,printed,typography,short sleeves,,,,,
1542,Men Tshirts,5,white,round,solid,solid,short sleeves,,,,,
1543,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1544,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1545,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
1546,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
1547,Men Tshirts,5,white,round,solid,solid,short sleeves,,,,,
1548,Men Tshirts,5,white,round,solid,solid,short sleeves,,,,,
1549,Men Tshirts,5,multicolor,round,,default,short sleeves,,,,,
1550,Men Tshirts,5,multicolor,round,,default,short sleeves,,,,,
1551,Men Tshirts,5,default,round,,default,short sleeves,,,,,
1552,Men Tshirts,5,multicolor,round,,default,short sleeves,,,,,
1553,Men Tshirts,5,multicolor,round,,default,short sleeves,,,,,
1554,Men Tshirts,5,multicolor,round,,default,short sleeves,,,,,
1555,Men Tshirts,5,multicolor,round,,default,short sleeves,,,,,
1556,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1557,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1558,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1559,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1560,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1561,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
1562,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
1563,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
1564,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
1565,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
1566,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1567,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1568,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1569,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1570,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1571,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1572,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
1573,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1574,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1575,Men Tshirts,5,multicolor,polo,,default,short sleeves,,,,,
1576,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1577,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1578,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1579,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1580,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
1581,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1582,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1583,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
1584,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
1585,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
1586,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1587,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
1588,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
1589,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
1590,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
1591,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1592,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1593,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1594,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1595,Men Tshirts,5,default,round,,typography,short sleeves,,,,,
1596,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1597,Men Tshirts,5,multicolor,,,default,long sleeves,,,,,
1598,Men Tshirts,5,default,,printed,default,long sleeves,,,,,
1599,Men Tshirts,5,default,,printed,default,long sleeves,,,,,
1600,Men Tshirts,5,default,,printed,default,long sleeves,,,,,
1601,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1602,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1603,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1604,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1605,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
1606,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1607,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1608,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1609,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
1610,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
1611,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
1612,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
1613,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1614,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1615,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
1616,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1617,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1618,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1619,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
1620,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
1621,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
1622,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1623,Men Tshirts,5,multicolor,round,,default,short sleeves,,,,,
1624,Men Tshirts,5,multicolor,round,,default,short sleeves,,,,,
1625,Men Tshirts,5,multicolor,round,,default,short sleeves,,,,,
1626,Men Tshirts,5,multicolor,round,,default,short sleeves,,,,,
1627,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1628,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1629,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
1630,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1631,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
1632,Men Tshirts,5,black,polo,solid,solid,short sleeves,,,,,
1633,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
1634,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1635,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
1636,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1637,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
1638,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1639,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1640,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1641,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1642,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1643,Men Tshirts,5,multicolor,round,solid,solid,short sleeves,,,,,
1644,Men Tshirts,5,multicolor,round,solid,solid,short sleeves,,,,,
1645,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
1646,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
1647,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1648,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
1649,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1650,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
1651,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
1652,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1653,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1654,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
1655,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1656,Men Tshirts,5,default,,solid,solid,long sleeves,,,,,
1657,Men Tshirts,5,black,,,default,long sleeves,,,,,
1658,Men Tshirts,5,black,,solid,typography,long sleeves,,,,,
1659,Men Tshirts,5,default,,,default,long sleeves,,,,,
1660,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1661,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1662,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
1663,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1664,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
1665,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1666,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1667,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
1668,Men Tshirts,5,default,round,solid,,long sleeves,,,,,
1669,Men Tshirts,5,default,round,solid,,long sleeves,,,,,
