id,Category,len,color,fit_shape,length,neck_collar,occasion,pattern,print_or_pattern_type,sleeve_length,sleeve_styling,surface_styling
53604,Women Tops & Tunics,10,,fitted,,square neck,casual,,solid,short sleeves,,
53605,Women Tops & Tunics,10,navy blue,fitted,regular,round neck,casual,solid,solid,short sleeves,default,knitted
53606,Women Tops & Tunics,10,,,crop,,,default,,,,
53607,Women Tops & Tunics,10,default,fitted,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,
53608,Women Tops & Tunics,10,,,,,,solid,,,default,
53609,Women Tops & Tunics,10,,,,sweetheart neck,,,,,,knitted
53610,Women Tops & Tunics,10,default,,,,,,,,,
53611,Women Tops & Tunics,10,,,,high,casual,,,,,
53612,Women Tops & Tunics,10,multicolor,regular,regular,round neck,,,default,three-quarter sleeves,,default
53613,Women Tops & Tunics,10,navy blue,regular,,,casual,,default,,regular sleeves,
53614,Women Tops & Tunics,10,,default,,,casual,,floral,,,
53615,Women Tops & Tunics,10,white,fitted,crop,default,casual,solid,solid,sleeveless,sleeveless,knitted
53616,Women Tops & Tunics,10,,,,,casual,,,,puff sleeves,
53617,Women Tops & Tunics,10,pink,fitted,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,
53618,Women Tops & Tunics,10,black,fitted,,,,solid,solid,short sleeves,,
53619,Women Tops & Tunics,10,black,fitted,regular,sweetheart neck,casual,solid,,short sleeves,,
53620,Women Tops & Tunics,10,default,,regular,,casual,solid,solid,,,knitted
53621,Women Tops & Tunics,10,,,,round neck,,default,,three-quarter sleeves,,waist tie-ups
53622,Women Tops & Tunics,10,red,,,,,default,floral,three-quarter sleeves,,
53623,Women Tops & Tunics,10,,,,,,,,,,ruffles
53624,Women Tops & Tunics,10,,regular,,,casual,,solid,short sleeves,puff sleeves,
53625,Women Tops & Tunics,10,navy blue,default,,default,casual,,,three-quarter sleeves,regular sleeves,
53626,Women Tops & Tunics,10,,,,,,,solid,short sleeves,puff sleeves,
53627,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,
53628,Women Tops & Tunics,10,multicolor,fitted,regular,sweetheart neck,casual,solid,solid,short sleeves,regular sleeves,default
53629,Women Tops & Tunics,10,,,regular,,casual,solid,,,default,
53630,Women Tops & Tunics,10,,regular,,,casual,solid,solid,three-quarter sleeves,puff sleeves,
53631,Women Tops & Tunics,10,,default,,v-neck,,solid,,long sleeves,,
53632,Women Tops & Tunics,10,pink,default,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,
53633,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,typography,long sleeves,regular sleeves,tie-ups
53634,Women Tops & Tunics,10,,regular,,v-neck,,solid,,,,
53635,Women Tops & Tunics,10,,fitted,regular,square neck,,,default,,,default
53636,Women Tops & Tunics,10,white,fitted,,,casual,,,,,knitted
53637,Women Tops & Tunics,10,blue,regular,regular,stylised,casual,solid,solid,short sleeves,puff sleeves,
53638,Women Tops & Tunics,10,blue,,,,,,,long sleeves,,
53639,Women Tops & Tunics,10,white,fitted,regular,high,casual,solid,solid,short sleeves,default,tie-ups
53640,Women Tops & Tunics,10,maroon,fitted,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted
53641,Women Tops & Tunics,10,default,regular,,,,solid,solid,,,
53642,Women Tops & Tunics,10,black,,regular,,,,solid,long sleeves,,
53643,Women Tops & Tunics,10,yellow,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,default
53644,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,typography,long sleeves,regular sleeves,
53645,Women Tops & Tunics,10,red,boxy,regular,round neck,casual,printed,typography,long sleeves,regular sleeves,
53646,Women Tops & Tunics,10,,fitted,crop,,,,,long sleeves,regular sleeves,knitted
53647,Women Tops & Tunics,10,,regular,regular,v-neck,,solid,solid,,,
53648,Women Tops & Tunics,10,green,regular,regular,sweetheart neck,casual,solid,solid,short sleeves,puff sleeves,knitted
53649,Women Tops & Tunics,10,black,regular,crop,round neck,casual,printed,typography,long sleeves,regular sleeves,tie-ups
53650,Women Tops & Tunics,10,black,regular,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,
53651,Women Tops & Tunics,10,white,fitted,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,tie-ups
53652,Women Tops & Tunics,10,red,fitted,regular,square neck,casual,solid,solid,three-quarter sleeves,,
53653,Women Tops & Tunics,10,pink,fitted,regular,round neck,casual,solid,solid,short sleeves,default,knitted
53654,Women Tops & Tunics,10,,,crop,,,,solid,long sleeves,,knitted
53655,Women Tops & Tunics,10,red,fitted,regular,square neck,party,solid,solid,short sleeves,,ruffles
53656,Women Tops & Tunics,10,blue,fitted,regular,round neck,casual,solid,solid,short sleeves,,knitted
53657,Women Tops & Tunics,10,black,regular,crop,round neck,casual,default,default,short sleeves,regular sleeves,
53658,Women Tops & Tunics,10,,regular,,,,solid,,short sleeves,default,knitted
53659,Women Tops & Tunics,10,green,fitted,regular,round neck,casual,solid,solid,short sleeves,,knitted
53660,Women Tops & Tunics,10,,,,,,,,short sleeves,puff sleeves,
53661,Women Tops & Tunics,10,navy blue,fitted,regular,square neck,casual,solid,solid,short sleeves,default,knitted
53662,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,
53663,Women Tops & Tunics,10,black,regular,crop,high,casual,solid,solid,short sleeves,regular sleeves,
53664,Women Tops & Tunics,10,,,regular,,,solid,solid,three-quarter sleeves,puff sleeves,ruffles
53665,Women Tops & Tunics,10,navy blue,fitted,regular,square neck,casual,solid,solid,three-quarter sleeves,default,knitted
53666,Women Tops & Tunics,10,,fitted,,default,casual,solid,solid,,,knitted
53667,Women Tops & Tunics,10,pink,fitted,crop,sweetheart neck,casual,solid,solid,short sleeves,puff sleeves,
53668,Women Tops & Tunics,10,peach,fitted,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,applique
53669,Women Tops & Tunics,10,,,regular,,casual,,,three-quarter sleeves,,
53670,Women Tops & Tunics,10,,fitted,,,,,,long sleeves,regular sleeves,knitted
53671,Women Tops & Tunics,10,maroon,,regular,round neck,casual,solid,solid,three-quarter sleeves,,knitted
53672,Women Tops & Tunics,10,pink,regular,regular,high,,printed,,short sleeves,default,
53673,Women Tops & Tunics,10,,,,high,casual,,,short sleeves,,
53674,Women Tops & Tunics,10,pink,fitted,regular,square neck,casual,solid,solid,short sleeves,,ruffles
53675,Women Tops & Tunics,10,black,regular,regular,v-neck,casual,printed,default,long sleeves,default,
53676,Women Tops & Tunics,10,,fitted,crop,default,,solid,,,,tie-ups
53677,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,quirky,long sleeves,regular sleeves,
53678,Women Tops & Tunics,10,,,,,casual,printed,,,puff sleeves,
53679,Women Tops & Tunics,10,black,fitted,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted
53680,Women Tops & Tunics,10,maroon,default,,round neck,casual,solid,solid,long sleeves,regular sleeves,knitted
53681,Women Tops & Tunics,10,,fitted,,sweetheart neck,,,solid,long sleeves,,
53682,Women Tops & Tunics,10,blue,regular,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,knitted
53683,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,
53684,Women Tops & Tunics,10,black,,regular,,,solid,solid,,,
53685,Women Tops & Tunics,10,yellow,fitted,crop,high,casual,solid,solid,short sleeves,regular sleeves,ruffles
53686,Women Tops & Tunics,10,blue,,regular,,,,solid,,puff sleeves,
53687,Women Tops & Tunics,10,yellow,fitted,regular,round neck,casual,solid,solid,three-quarter sleeves,,knitted
53688,Women Tops & Tunics,10,black,regular,crop,,,,solid,,,knitted
53689,Women Tops & Tunics,10,blue,fitted,regular,round neck,casual,solid,solid,three-quarter sleeves,,knitted
53690,Women Tops & Tunics,10,black,fitted,crop,v-neck,casual,solid,solid,long sleeves,regular sleeves,ruffles
53691,Women Tops & Tunics,10,pink,boxy,crop,default,,printed,graphic,short sleeves,regular sleeves,
53692,Women Tops & Tunics,10,white,,,,,,,,,
53693,Women Tops & Tunics,10,,,,,,,solid,,default,
53694,Women Tops & Tunics,10,,fitted,regular,high,,solid,solid,short sleeves,regular sleeves,
53695,Women Tops & Tunics,10,multicolor,regular,regular,round neck,casual,printed,default,three-quarter sleeves,,
53696,Women Tops & Tunics,10,peach,default,regular,round neck,casual,solid,solid,three-quarter sleeves,default,knitted
53697,Women Tops & Tunics,10,pink,fitted,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted
53698,Women Tops & Tunics,10,black,fitted,crop,default,casual,solid,solid,long sleeves,regular sleeves,
53699,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,
53700,Women Tops & Tunics,10,yellow,regular,regular,round neck,casual,printed,default,three-quarter sleeves,regular sleeves,waist tie-ups
53701,Women Tops & Tunics,10,black,fitted,crop,default,casual,solid,solid,sleeveless,default,
53702,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,applique
53703,Women Tops & Tunics,10,pink,boxy,crop,round neck,casual,printed,typography,long sleeves,regular sleeves,tie-ups
53704,Women Tops & Tunics,10,navy blue,fitted,regular,high,casual,solid,solid,short sleeves,,ruffles
53705,Women Tops & Tunics,10,green,,,,,solid,,,,knitted
53706,Women Tops & Tunics,10,default,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,tie-ups
53707,Women Tops & Tunics,10,default,regular,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,waist tie-ups
53708,Women Tops & Tunics,10,,,,round neck,,,solid,,puff sleeves,
53709,Women Tops & Tunics,10,,,,square neck,,solid,,,,
53710,Women Tops & Tunics,10,default,regular,regular,round neck,casual,printed,graphic,short sleeves,regular sleeves,applique
53711,Women Tops & Tunics,10,black,regular,crop,default,casual,solid,solid,short sleeves,regular sleeves,
53712,Women Tops & Tunics,10,,,regular,,,solid,solid,long sleeves,,
53713,Women Tops & Tunics,10,black,regular,,,,,solid,,,
53714,Women Tops & Tunics,10,,,,stylised,,,solid,short sleeves,puff sleeves,
53715,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,
53716,Women Tops & Tunics,10,,,,square neck,casual,,solid,,,
53717,Women Tops & Tunics,10,white,regular,regular,round neck,casual,printed,default,three-quarter sleeves,regular sleeves,
53718,Women Tops & Tunics,10,white,regular,regular,default,casual,solid,solid,long sleeves,regular sleeves,tie-ups
53719,Women Tops & Tunics,10,peach,,,,,,,short sleeves,,knitted
53720,Women Tops & Tunics,10,red,regular,crop,round neck,casual,default,default,short sleeves,regular sleeves,knitted
53721,Women Tops & Tunics,10,,fitted,,sweetheart neck,,,solid,long sleeves,,
53722,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,
53723,Women Tops & Tunics,10,black,regular,crop,round neck,casual,printed,default,short sleeves,regular sleeves,tie-ups
53724,Women Tops & Tunics,10,,,,,,,,,default,
53725,Women Tops & Tunics,10,,regular,,v-neck,casual,solid,solid,short sleeves,,knitted
53726,Women Tops & Tunics,10,black,regular,,,,,solid,,,
53727,Women Tops & Tunics,10,blue,fitted,crop,sweetheart neck,casual,solid,solid,long sleeves,regular sleeves,default
53728,Women Tops & Tunics,10,yellow,default,crop,high,casual,solid,solid,long sleeves,regular sleeves,tie-ups
53729,Women Tops & Tunics,10,pink,boxy,crop,v-neck,casual,printed,,,regular sleeves,
53730,Women Tops & Tunics,10,,regular,,v-neck,casual,solid,,short sleeves,,
53731,Women Tops & Tunics,10,black,fitted,crop,,,,solid,,regular sleeves,knitted
53732,Women Tops & Tunics,10,,,,,casual,solid,solid,,,default
53733,Women Tops & Tunics,10,,,,,,solid,,,puff sleeves,
53734,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,graphic,long sleeves,regular sleeves,
53735,Women Tops & Tunics,10,red,boxy,regular,round neck,casual,printed,typography,long sleeves,regular sleeves,
53736,Women Tops & Tunics,10,red,fitted,crop,round neck,casual,solid,solid,short sleeves,default,knitted
53737,Women Tops & Tunics,10,,,,default,casual,,,,regular sleeves,
53738,Women Tops & Tunics,10,peach,,regular,,casual,solid,,long sleeves,,
53739,Women Tops & Tunics,10,white,regular,regular,round neck,casual,printed,default,three-quarter sleeves,regular sleeves,
53740,Women Tops & Tunics,10,green,boxy,regular,round neck,casual,printed,typography,long sleeves,regular sleeves,
53741,Women Tops & Tunics,10,green,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,
53742,Women Tops & Tunics,10,yellow,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,
53743,Women Tops & Tunics,10,red,default,,,,default,floral,three-quarter sleeves,,
53744,Women Tops & Tunics,10,,regular,,round neck,casual,,quirky,long sleeves,regular sleeves,
53745,Women Tops & Tunics,10,,fitted,,square neck,,,,,,
53746,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,quirky,long sleeves,regular sleeves,
53747,Women Tops & Tunics,10,default,,,,,,solid,short sleeves,default,
53748,Women Tops & Tunics,10,,,,,,,,,default,knitted
53749,Women Tops & Tunics,10,black,fitted,,,,solid,,,,
53750,Women Tops & Tunics,10,white,,regular,,,,,short sleeves,,
53751,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,
53752,Women Tops & Tunics,10,maroon,regular,regular,v-neck,casual,solid,solid,short sleeves,,ruffles
53753,Women Tops & Tunics,10,multicolor,fitted,,,,,default,short sleeves,,knitted
53754,Women Tops & Tunics,10,blue,fitted,regular,sweetheart neck,casual,solid,solid,short sleeves,puff sleeves,
53755,Women Tops & Tunics,10,navy blue,,,,,,,three-quarter sleeves,regular sleeves,
53756,Women Tops & Tunics,10,black,regular,regular,round neck,,printed,default,short sleeves,,
53757,Women Tops & Tunics,10,white,,regular,,,printed,,,,
53758,Women Tops & Tunics,10,,,,square neck,,,,,,
53759,Women Tops & Tunics,10,default,regular,,round neck,casual,solid,solid,short sleeves,regular sleeves,
53760,Women Tops & Tunics,10,red,fitted,regular,high,casual,solid,solid,short sleeves,default,
53761,Women Tops & Tunics,10,,fitted,crop,,,,,long sleeves,,knitted
53762,Women Tops & Tunics,10,black,regular,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,tie-ups
53763,Women Tops & Tunics,10,pink,fitted,,,,,,short sleeves,,
53764,Women Tops & Tunics,10,red,,,,,,solid,,regular sleeves,knitted
53765,Women Tops & Tunics,10,maroon,fitted,crop,round neck,casual,solid,solid,sleeveless,sleeveless,ruffles
53766,Women Tops & Tunics,10,default,fitted,regular,round neck,casual,default,solid,short sleeves,regular sleeves,ruffles
53767,Women Tops & Tunics,10,,,regular,v-neck,casual,solid,solid,,,knitted
53768,Women Tops & Tunics,10,default,regular,regular,,,solid,,,regular sleeves,
53769,Women Tops & Tunics,10,black,regular,,,casual,,,,,
53770,Women Tops & Tunics,10,default,fitted,,,,,solid,,regular sleeves,
53771,Women Tops & Tunics,10,white,regular,regular,stylised,casual,solid,solid,short sleeves,puff sleeves,
53772,Women Tops & Tunics,10,,regular,,,casual,,,short sleeves,puff sleeves,
53773,Women Tops & Tunics,10,,,,round neck,casual,,,,puff sleeves,knitted
53774,Women Tops & Tunics,10,,fitted,regular,,,,,short sleeves,puff sleeves,
53775,Women Tops & Tunics,10,black,regular,regular,default,casual,solid,solid,three-quarter sleeves,default,
53776,Women Tops & Tunics,10,black,regular,regular,square neck,casual,solid,solid,short sleeves,default,ruffles
53777,Women Tops & Tunics,10,,fitted,,square neck,,,,,,
53778,Women Tops & Tunics,10,,,regular,square neck,,solid,,,,ruffles
53779,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,graphic,short sleeves,regular sleeves,
53780,Women Tops & Tunics,10,black,fitted,regular,,casual,,,,,
53781,Women Tops & Tunics,10,yellow,fitted,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,
53782,Women Tops & Tunics,10,blue,fitted,,,casual,,,short sleeves,,knitted
53783,Women Tops & Tunics,10,default,boxy,crop,round neck,casual,printed,graphic,long sleeves,regular sleeves,
53784,Women Tops & Tunics,10,,,,sweetheart neck,,printed,default,,,
53785,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,default
53786,Women Tops & Tunics,10,default,regular,regular,round neck,casual,printed,default,three-quarter sleeves,regular sleeves,
53787,Women Tops & Tunics,10,white,,,default,,,,,,
53788,Women Tops & Tunics,10,pink,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,tie-ups
