id,Category,len,blouse_pattern,border,border_width,color,occasion,ornamentation,pallu_details,pattern,print_or_pattern_type,transparency
10672,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,yes
10673,Sarees,10,default,default,,default,daily,,same as saree,default,default,no
10674,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
10675,Sarees,10,,zari,small border,white,traditional,,,zari woven,floral,no
10676,Sarees,10,,zari,small border,white,traditional,,,zari woven,ethnic motif,no
10677,Sarees,10,same as border,woven design,big border,multicolor,daily,,,zari woven,ethnic motif,no
10678,Sarees,10,,woven design,,multicolor,traditional,,,,,no
10679,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
10680,Sarees,10,,zari,small border,cream,party,,,zari woven,default,no
10681,Sarees,10,,temple border,small border,cream,party,,,zari woven,ethnic motif,no
10682,Sarees,10,same as border,zari,big border,default,party,jacquard,default,solid,solid,no
10683,Sarees,10,,woven design,,multicolor,traditional,,,,,no
10684,Sarees,10,,no border,no border,default,party,,zari woven,zari woven,ethnic motif,no
10685,Sarees,10,same as saree,woven design,big border,multicolor,traditional,,same as saree,zari woven,ethnic motif,no
10686,Sarees,10,,zari,small border,cream,party,,,zari woven,ethnic motif,yes
10687,Sarees,10,same as saree,woven design,no border,multicolor,party,jacquard,woven design,zari woven,,no
10688,Sarees,10,default,woven design,big border,default,traditional,,zari woven,zari woven,default,no
10689,Sarees,10,,solid,big border,white,party,,,printed,ethnic motif,yes
10690,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
10691,Sarees,10,,zari,big border,pink,traditional,,zari woven,zari woven,ethnic motif,no
10692,Sarees,10,same as saree,default,big border,default,daily,,same as saree,default,default,no
10693,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
10694,Sarees,10,,woven design,big border,default,traditional,,,zari woven,default,no
10695,Sarees,10,same as border,woven design,small border,default,traditional,,same as saree,zari woven,ethnic motif,no
10696,Sarees,10,,woven design,big border,default,wedding,,zari woven,default,default,no
10697,Sarees,10,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,elephant,no
10698,Sarees,10,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
10699,Sarees,10,,zari,big border,default,traditional,,zari woven,zari woven,default,no
10700,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
10701,Sarees,10,same as saree,zari,small border,white,party,jacquard,woven design,zari woven,peacock,no
10702,Sarees,10,,woven design,,multicolor,traditional,,,,,no
10703,Sarees,10,same as border,temple border,big border,default,party,jacquard,zari woven,solid,solid,no
10704,Sarees,10,same as saree,woven design,big border,default,traditional,,same as saree,zari woven,ethnic motif,no
10705,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
10706,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,no
10707,Sarees,10,same as saree,zari,small border,cream,traditional,jacquard,woven design,woven design,floral,yes
10708,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,yes
10709,Sarees,10,,woven design,,multicolor,traditional,,,,,no
10710,Sarees,10,,zari,small border,cream,traditional,,,zari woven,peacock,no
10711,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
10712,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
10713,Sarees,10,same as saree,solid,small border,white,traditional,default,same as saree,zari woven,default,no
10714,Sarees,10,,solid,small border,cream,party,,,woven design,ethnic motif,yes
10715,Sarees,10,same as saree,zari,small border,white,party,,same as saree,zari woven,floral,no
10716,Sarees,10,same as saree,zari,small border,cream,party,default,woven design,zari woven,peacock,no
10717,Sarees,10,,woven design,,multicolor,traditional,,,,,no
10718,Sarees,10,,solid,small border,cream,party,,,woven design,floral,yes
10719,Sarees,10,,woven design,small border,default,traditional,,same as saree,zari woven,default,no
10720,Sarees,10,,zari,small border,cream,traditional,,,zari woven,peacock,yes
10721,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
10722,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,no
10723,Sarees,10,,zari,small border,cream,party,,,zari woven,ethnic motif,yes
10724,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,no
10725,Sarees,10,,zari,small border,cream,traditional,,,zari woven,floral,no
10726,Sarees,10,same as saree,woven design,big border,multicolor,daily,,same as saree,zari woven,ethnic motif,no
10727,Sarees,10,,zari,big border,default,traditional,,zari woven,zari woven,default,no
10728,Sarees,10,,zari,small border,white,traditional,,,zari woven,ethnic motif,no
10729,Sarees,10,default,zari,big border,default,traditional,jacquard,woven design,woven design,botanical,no
10730,Sarees,10,,zari,small border,cream,traditional,,,zari woven,floral,
10731,Sarees,10,,woven design,small border,multicolor,party,,,default,default,no
10732,Sarees,10,,zari,big border,default,party,,,zari woven,default,no
10733,Sarees,10,same as saree,zari,small border,white,traditional,jacquard,woven design,zari woven,ethnic motif,yes
10734,Sarees,10,,no border,no border,default,party,jacquard,woven design,woven design,default,no
10735,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
10736,Sarees,10,,temple border,small border,cream,party,,,zari woven,peacock,yes
10737,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,no
10738,Sarees,10,same as border,default,small border,green,party,default,same as saree,printed,peacock,no
10739,Sarees,10,,zari,small border,white,party,,,zari woven,ethnic motif,no
10740,Sarees,10,same as border,woven design,small border,multicolor,wedding,,zari woven,zari woven,ethnic motif,no
10741,Sarees,10,,zari,small border,white,traditional,,,zari woven,ethnic motif,no
10742,Sarees,10,default,zari,big border,default,party,,zari woven,zari woven,default,no
10743,Sarees,10,,woven design,,multicolor,wedding,,,,,no
10744,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,no
10745,Sarees,10,,zari,small border,cream,traditional,,,zari woven,peacock,no
10746,Sarees,10,,woven design,,multicolor,wedding,,,,,no
10747,Sarees,10,,,,,traditional,,,,,
10748,Sarees,10,,temple border,small border,cream,party,,,zari woven,peacock,yes
10749,Sarees,10,same as border,temple border,big border,navy blue,party,,zari woven,solid,solid,no
10750,Sarees,10,,,,default,party,,zari woven,zari woven,default,no
10751,Sarees,10,solid,zari,big border,default,party,,default,solid,solid,no
10752,Sarees,10,same as saree,zari,small border,white,traditional,jacquard,woven design,zari woven,floral,yes
10753,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
10754,Sarees,10,,woven design,,multicolor,traditional,,,,,no
10755,Sarees,10,,,big border,,,,,,,
10756,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
10757,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
10758,Sarees,10,,default,,,,default,same as saree,default,floral,yes
10759,Sarees,10,,temple border,small border,cream,party,,,zari woven,peacock,no
10760,Sarees,10,,woven design,,multicolor,daily,,,,,no
10761,Sarees,10,,zari,small border,white,traditional,,,zari woven,ethnic motif,no
10762,Sarees,10,,solid,big border,cream,party,,,printed,ethnic motif,no
10763,Sarees,10,,zari,big border,green,traditional,,,zari woven,elephant,no
10764,Sarees,10,,woven design,,multicolor,traditional,,,,,no
10765,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
10766,Sarees,10,,woven design,big border,pink,traditional,,,woven design,default,no
10767,Sarees,10,same as border,temple border,big border,yellow,party,,zari woven,solid,solid,yes
10768,Sarees,10,,zari,small border,white,traditional,,,zari woven,ethnic motif,no
10769,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,yes
10770,Sarees,10,,zari,big border,,,,,,,
10771,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
10772,Sarees,10,,woven design,,multicolor,traditional,,,,,no
10773,Sarees,10,,default,big border,default,traditional,,zari woven,zari woven,default,no
10774,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
10775,Sarees,10,same as border,woven design,big border,default,traditional,,same as saree,zari woven,ethnic motif,no
10776,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
10777,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
10778,Sarees,10,same as saree,woven design,big border,multicolor,wedding,,same as saree,zari woven,ethnic motif,no
10779,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,yes
10780,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
10781,Sarees,10,same as saree,temple border,small border,cream,party,jacquard,woven design,zari woven,peacock,no
10782,Sarees,10,,zari,small border,white,party,,,zari woven,floral,no
10783,Sarees,10,same as saree,woven design,big border,multicolor,daily,,same as saree,zari woven,ethnic motif,no
10784,Sarees,10,,zari,big border,default,traditional,,zari woven,zari woven,botanical,no
10785,Sarees,10,same as saree,woven design,no border,multicolor,party,jacquard,woven design,zari woven,,no
10786,Sarees,10,same as border,temple border,big border,yellow,party,,zari woven,solid,solid,yes
10787,Sarees,10,,zari,small border,cream,party,,,zari woven,ethnic motif,no
10788,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
10789,Sarees,10,default,zari,big border,default,traditional,jacquard,default,zari woven,ethnic motif,no
10790,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,yes
10791,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
10792,Sarees,10,same as saree,solid,big border,white,traditional,,,woven design,ethnic motif,no
10793,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,no
10794,Sarees,10,,woven design,small border,default,daily,,same as saree,zari woven,default,no
10795,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
10796,Sarees,10,,zari,small border,cream,party,,,zari woven,ethnic motif,yes
10797,Sarees,10,,temple border,small border,white,party,,,zari woven,ethnic motif,no
10798,Sarees,10,same as saree,default,,default,traditional,,same as saree,zari woven,default,no
10799,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,yes
10800,Sarees,10,,zari,small border,white,party,,,zari woven,floral,no
10801,Sarees,10,same as border,zari,big border,multicolor,party,tassels and latkans,zari woven,woven design,checked,no
10802,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,yes
10803,Sarees,10,,zari,big border,default,party,,,zari woven,ethnic motif,no
10804,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
10805,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
10806,Sarees,10,solid,,,green,party,default,,default,,no
10807,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,no
10808,Sarees,10,default,zari,big border,default,traditional,,zari woven,zari woven,ethnic motif,no
10809,Sarees,10,,woven design,,multicolor,traditional,,,,,no
10810,Sarees,10,same as border,woven design,big border,multicolor,traditional,,,zari woven,ethnic motif,no
10811,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
10812,Sarees,10,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
10813,Sarees,10,same as saree,zari,small border,default,party,jacquard,zari woven,zari woven,peacock,no
10814,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
10815,Sarees,10,default,,,default,,,,default,,
10816,Sarees,10,,zari,small border,cream,party,,,zari woven,default,yes
10817,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,no
10818,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,no
10819,Sarees,10,same as saree,woven design,small border,white,traditional,default,same as saree,printed,solid,no
10820,Sarees,10,same as saree,default,small border,default,party,,,zari woven,default,no
10821,Sarees,10,default,zari,small border,default,traditional,,same as saree,zari woven,ethnic motif,no
10822,Sarees,10,,zari,small border,cream,traditional,,,zari woven,peacock,yes
10823,Sarees,10,same as saree,temple border,small border,white,daily,,same as saree,zari woven,default,no
10824,Sarees,10,default,no border,no border,default,party,,zari woven,zari woven,default,no
10825,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
10826,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,yes
10827,Sarees,10,,woven design,,multicolor,traditional,,,,,no
10828,Sarees,10,,zari,big border,default,party,,,default,default,no
10829,Sarees,10,same as saree,woven design,no border,multicolor,party,jacquard,woven design,zari woven,,no
